state_name,county_name,state_fips,county_fips,age_adjusted_percent,age_adjusted_percent_sd,age_adjusted_percent_95l,age_adjusted_percent_p5u,est_percent,percent_sd,percent_95l,percent_95u,estimated_total,estimated_total_sd,estimated_total_95l,estimated_total_95h,v1,v2,obesity_bin,obesity_category
"INDIANA","Howard County","18","067",29.9,2.4,25.7,34.9,30.4,2.3,26.2,35.1,18680,1395,16120,21580,"",,3,3
"INDIANA","Huntington County","18","069",31.4,2.8,26.3,37.1,32,2.7,27,37.6,8861,746,7472,10410,"",,4,4
"INDIANA","Jackson County","18","071",29.4,2.6,24.7,34.8,29.6,2.5,25,34.8,9187,781,7754,10800,"",,3,3
"INDIANA","Jasper County","18","073",28.9,2.7,23.8,34.6,29.1,2.7,24.2,34.7,6823,622,5663,8127,"",,3,2
"INDIANA","Jay County","18","075",31.2,2.7,26.2,36.8,31.5,2.5,26.7,36.8,4849,392,4113,5666,"",,4,4
"INDIANA","Jefferson County","18","077",31.4,2.8,26.4,37.2,31.5,2.7,26.7,37.1,7694,652,6503,9043,"",,4,4
"INDIANA","Jennings County","18","079",29.5,2.7,24.5,35.2,29.9,2.7,24.9,35.6,6043,547,5035,7205,"",,3,3
"INDIANA","Johnson County","18","081",28.3,2.3,24.1,32.9,28.6,2.3,24.3,33.2,28600,2275,24360,33240,"",,3,2
"INDIANA","Knox County","18","083",29.2,2.6,24.5,34.6,29.4,2.5,24.9,34.5,8244,701,6975,9691,"",,3,3
"INDIANA","Kosciusko County","18","085",29.2,2.4,24.7,34.1,29.5,2.4,25.1,34.3,16200,1299,13770,18840,"",,3,3
"INDIANA","LaGrange County","18","087",27.9,2.3,23.6,32.7,28,2.3,23.7,32.7,6845,567,5800,7998,"",,3,2
"INDIANA","Lake County","18","089",32.8,1.5,30,35.8,33.1,1.4,30.4,36,116800,5003,107200,126900,"",,5,5
"INDIANA","LaPorte County","18","091",28.8,2.1,24.9,33.1,29.1,2.1,25.3,33.3,24100,1732,20950,27610,"",,3,2
"INDIANA","Lawrence County","18","093",28,2.4,23.6,33.3,28.5,2.4,24.1,33.6,9869,820,8353,11650,"",,3,2
"INDIANA","Madison County","18","095",32.1,2.2,28,36.7,32.3,2.1,28.3,36.6,31790,2111,27830,36030,"",,4,5
"INDIANA","Marion County","18","097",29.8,1,28,31.8,30.2,1,28.3,32.1,187700,6066,176200,199700,"",,3,3
"INDIANA","Marshall County","18","099",27.8,2.4,23.5,32.7,28,2.3,23.8,32.8,9400,788,7972,11020,"",,3,2
"INDIANA","Martin County","18","101",29.5,2.8,24.4,35.3,30.2,2.8,25.1,35.9,2251,206,1874,2680,"",,3,3
"INDIANA","Miami County","18","103",29.2,2.4,24.8,34.4,29.8,2.4,25.2,34.8,8135,664,6891,9517,"",,3,3
"INDIANA","Monroe County","18","105",26.5,2,22.8,30.4,26.1,2,22.4,30.2,25130,1936,21550,29060,"",,2,1
"INDIANA","Montgomery County","18","107",29.5,2.6,24.8,35,29.8,2.5,25.2,35.2,8292,701,7012,9785,"",,3,3
"INDIANA","Morgan County","18","109",28.6,2.4,24.1,33.7,29.1,2.4,24.7,34.2,15080,1245,12780,17730,"",,3,2
"INDIANA","Newton County","18","111",28.7,2.8,23.6,34.5,29.3,2.8,24.2,35.1,3108,294,2567,3728,"",,3,2
"INDIANA","Noble County","18","113",29,2.4,24.4,34.1,29.3,2.4,24.7,34.3,9897,821,8366,11610,"",,3,2
"INDIANA","Ohio County","18","115",28.7,2.9,23.5,34.8,29.3,2.9,24.1,35.2,1281,125,1053,1540,"",,3,2
"INDIANA","Orange County","18","117",29.8,2.6,25.2,35.4,30,2.5,25.6,35.3,4343,360,3699,5107,"",,3,3
"INDIANA","Owen County","18","119",29.3,2.7,24.3,35,29.9,2.7,24.9,35.5,5052,455,4213,6008,"",,3,3
"INDIANA","Parke County","18","121",29.4,2.6,24.7,34.7,29.8,2.5,25.2,35.1,3943,333,3332,4650,"",,3,3
"INDIANA","Perry County","18","123",30.3,2.6,25.6,35.8,30.5,2.5,25.9,35.8,4455,364,3787,5231,"",,4,4
"INDIANA","Pike County","18","125",29.5,3,24,35.9,29.8,2.9,24.5,36,2828,275,2322,3409,"",,3,3
"INDIANA","Porter County","18","127",30.1,2.4,25.7,35.1,30.6,2.4,26.3,35.6,36560,2823,31410,42460,"",,4,3
"INDIANA","Posey County","18","129",28.4,2.6,23.8,33.8,29.4,2.6,24.8,34.8,5767,500,4848,6808,"",,3,2
"INDIANA","Pulaski County","18","131",29.7,2.7,24.9,35.3,30,2.6,25.2,35.5,3068,265,2579,3624,"",,3,3
"INDIANA","Putnam County","18","133",29.2,2.6,24.4,34.4,29.4,2.6,24.5,34.6,8160,719,6818,9610,"",,3,3
"INDIANA","Randolph County","18","135",30.5,2.4,26.1,35.6,30.9,2.3,26.6,35.8,5979,450,5151,6922,"",,4,4
"INDIANA","Ripley County","18","137",28.6,2.3,24.3,33.3,28.9,2.2,24.8,33.4,5690,435,4877,6582,"",,3,2
"INDIANA","Rush County","18","139",29.7,2.7,24.8,35.2,29.9,2.6,25.2,35.3,3805,326,3210,4487,"",,3,3
"INDIANA","Scott County","18","143",28.3,2.7,23.5,33.9,28.6,2.6,23.8,34.1,4976,458,4140,5937,"",,3,2
"INDIANA","Shelby County","18","145",30.7,2.8,25.4,36.4,31.2,2.8,26.1,36.9,10190,907,8510,12040,"",,4,4
"INDIANA","Spencer County","18","147",28.4,2.4,23.9,33.5,29,2.4,24.6,34.1,4380,358,3712,5140,"",,3,2
"INDIANA","St. Joseph County","18","141",29.2,1.7,26.1,32.6,29.6,1.6,26.5,32.9,56110,3076,50260,62390,"",,3,3
"INDIANA","Starke County","18","149",29.9,2.5,25.3,35.3,30.3,2.5,25.8,35.5,5299,432,4511,6206,"",,3,3
"INDIANA","Steuben County","18","151",30.5,2.8,25.4,36.3,30.9,2.7,26,36.7,7569,664,6353,8972,"",,4,4
"INDIANA","Sullivan County","18","153",29.2,2.6,24.5,34.7,29.4,2.6,24.8,34.9,4823,423,4059,5717,"",,3,3
"INDIANA","Switzerland County","18","155",28.6,2.8,23.5,34.5,28.9,2.7,23.9,34.7,2100,199,1737,2520,"",,3,2
"INDIANA","Tippecanoe County","18","157",28.7,2.1,24.8,33,28.5,2.2,24.4,33.1,33610,2560,28810,39010,"",,3,2
"INDIANA","Tipton County","18","159",28.6,2.7,23.6,34.2,29.2,2.7,24.2,34.7,3507,321,2910,4174,"",,3,2
"INDIANA","Union County","18","161",29.1,2.9,23.9,35.1,29.4,2.8,24.2,35.1,1563,149,1290,1868,"",,3,3
"INDIANA","Vanderburgh County","18","163",27.9,1.9,24.4,31.8,28.1,1.8,24.7,31.9,36110,2337,31740,40950,"",,3,2
"INDIANA","Vermillion County","18","165",30.3,2.8,25,36.1,30.6,2.8,25.6,36.3,3759,338,3138,4453,"",,4,4
"INDIANA","Vigo County","18","167",31.8,2.4,27.4,36.7,31.8,2.3,27.6,36.7,24940,1831,21630,28730,"",,4,4
"INDIANA","Wabash County","18","169",31.1,2.7,26,36.9,31.3,2.6,26.5,36.8,7719,644,6525,9074,"",,4,4
"INDIANA","Warren County","18","171",29.8,2.9,24.5,36,30.5,2.9,25.3,36.5,1944,183,1614,2326,"",,3,3
"INDIANA","Warrick County","18","173",29.1,2.5,24.6,34.3,30,2.5,25.4,35.1,12730,1049,10800,14920,"",,3,3
"INDIANA","Washington County","18","175",29,2.7,23.9,34.8,29.4,2.7,24.4,35,6084,560,5049,7251,"",,3,2
"INDIANA","Wayne County","18","177",27.6,2.2,23.5,32.1,27.9,2.1,24,32.2,14110,1084,12140,16330,"",,3,1
"INDIANA","Wells County","18","179",29.3,2.7,24.3,34.8,29.6,2.6,24.8,34.9,6116,535,5131,7221,"",,3,3
"INDIANA","White County","18","181",30.9,2.6,26.1,36.2,31.4,2.5,26.8,36.4,5551,436,4740,6439,"",,4,4
"INDIANA","Whitley County","18","183",29.2,2.6,24.5,34.7,29.7,2.5,25.1,35,7137,609,6027,8409,"",,3,3
"IOWA","Adair County","19","001",27.9,2.8,22.8,33.8,27.7,2.6,22.9,33,1620,152,1340,1933,"",,3,2
"IOWA","Adams County","19","003",29,3,23.5,35.4,28.9,2.8,23.9,34.8,893,87,738,1073,"",,3,2
"IOWA","Allamakee County","19","005",27.8,2.7,22.8,33.4,27.6,2.5,22.9,32.8,2992,272,2483,3549,"",,3,2
"IOWA","Appanoose County","19","007",29.1,2.8,24,34.9,28.7,2.6,23.9,34,2791,250,2329,3314,"",,3,3
"IOWA","Audubon County","19","009",29.1,2.9,23.7,35.3,29.1,2.7,24.1,34.6,1329,124,1099,1582,"",,3,3
"IOWA","Benton County","19","011",28.6,2.6,24,33.9,28.8,2.5,24.3,33.9,5642,485,4758,6637,"",,3,2
"IOWA","Black Hawk County","19","013",27.7,1.7,24.5,31.2,27.5,1.7,24.4,30.9,26040,1565,23090,29200,"",,3,1
"IOWA","Boone County","19","015",31.2,2.9,26,37.4,31.4,2.7,26.4,37.2,6222,544,5230,7361,"",,4,4
"IOWA","Bremer County","19","017",27.2,2.4,22.8,32.1,27.3,2.3,23,32,4798,398,4056,5636,"",,2,1
"IOWA","Buchanan County","19","019",28.7,2.7,23.7,34.5,28.7,2.6,23.9,34.2,4329,396,3608,5171,"",,3,2
"IOWA","Buena Vista County","19","021",28.7,2.5,24.1,34,28.8,2.4,24.4,33.9,4043,338,3419,4754,"",,3,2
"IOWA","Butler County","19","023",27.7,2.6,22.8,33.1,27.7,2.4,23.2,32.8,3086,272,2581,3649,"",,3,1
"IOWA","Calhoun County","19","025",29.4,2.9,24,35.5,29.2,2.7,24.2,34.8,2274,210,1886,2711,"",,3,3
"IOWA","Carroll County","19","027",27.9,2.6,23.1,33.2,27.8,2.4,23.3,32.7,4335,374,3640,5109,"",,3,2
"IOWA","Cass County","19","029",31.1,2.9,25.9,37.2,30.9,2.7,26,36.5,3284,284,2760,3880,"",,4,4
"IOWA","Cedar County","19","031",29.5,2.7,24.5,35.1,29.7,2.6,24.9,35,4036,350,3392,4763,"",,3,3
"IOWA","Cerro Gordo County","19","033",26.9,2.2,22.9,31.4,27.1,2.1,23.3,31.4,8992,701,7729,10410,"",,2,1
"IOWA","Cherokee County","19","035",28.2,2.8,23.1,34.1,28.3,2.6,23.4,33.7,2537,233,2104,3028,"",,3,2
"IOWA","Chickasaw County","19","037",28,2.8,23,33.8,28.1,2.6,23.4,33.5,2535,233,2111,3023,"",,3,2
"IOWA","Clarke County","19","039",27.5,2.7,22.5,33.3,27.7,2.6,22.8,33.1,1833,173,1508,2193,"",,3,1
"IOWA","Clay County","19","041",28.8,2.7,23.8,34.6,28.6,2.6,24,34,3642,327,3053,4326,"",,3,2
"IOWA","Clayton County","19","043",29.2,2.7,24.3,34.9,29.1,2.5,24.5,34.3,3874,336,3262,4572,"",,3,3
"IOWA","Clinton County","19","045",29.3,2.4,24.9,34.3,29.5,2.3,25.2,34.2,10700,823,9160,12410,"",,3,3
"IOWA","Crawford County","19","047",29.6,2.7,24.6,35.3,29.8,2.6,25,35.2,3506,304,2943,4145,"",,3,3
"IOWA","Dallas County","19","049",29.2,2.1,25.3,33.5,29.4,2.2,25.3,33.9,12630,943,10870,14550,"",,3,3
"IOWA","Davis County","19","051",27.5,2.8,22.3,33.4,27.5,2.7,22.5,33.1,1691,164,1386,2036,"",,3,1
"IOWA","Decatur County","19","053",27.5,2.7,22.3,33.2,27.2,2.6,22.4,32.6,1679,160,1379,2009,"",,3,1
"IOWA","Delaware County","19","055",28.4,2.6,23.6,33.9,28.7,2.5,24,33.9,3656,319,3064,4327,"",,3,2
"IOWA","Des Moines County","19","057",31,2.4,26.6,36.1,30.9,2.3,26.7,35.6,9250,675,8008,10690,"",,4,4
"IOWA","Dickinson County","19","059",27.9,2.7,23.1,33.6,27.9,2.5,23.4,33.2,3654,325,3069,4351,"",,3,2
"IOWA","Dubuque County","19","061",26.2,1.9,22.5,30.1,26.3,1.9,22.8,30.1,17680,1252,15360,20230,"",,2,0
"IOWA","Emmet County","19","063",28.8,2.9,23.7,34.9,28.8,2.7,24,34.5,2227,209,1851,2665,"",,3,2
"IOWA","Fayette County","19","065",29.1,2.7,24.2,34.7,29,2.5,24.4,34.1,4455,381,3746,5236,"",,3,3
"IOWA","Floyd County","19","067",28.8,2.7,23.9,34.3,28.6,2.5,24,33.7,3469,301,2917,4086,"",,3,2
"IOWA","Franklin County","19","069",29.1,2.8,24,35.1,29.1,2.6,24.4,34.6,2273,205,1907,2703,"",,3,3
"IOWA","Fremont County","19","071",29.1,2.9,23.8,35.1,29.3,2.7,24.2,34.9,1641,153,1356,1957,"",,3,3
"IOWA","Greene County","19","073",28.6,2.9,23.4,34.7,28.4,2.7,23.6,34,2023,189,1679,2422,"",,3,2
"IOWA","Grundy County","19","075",27.9,2.8,22.9,33.8,28,2.6,23.1,33.6,2605,244,2156,3127,"",,3,2
"IOWA","Guthrie County","19","077",27.9,2.7,22.9,33.5,28.1,2.6,23.4,33.4,2337,214,1946,2782,"",,3,2
"IOWA","Hamilton County","19","079",28.7,2.6,23.9,34.3,28.7,2.5,24.2,33.8,3303,284,2781,3893,"",,3,2
"IOWA","Hancock County","19","081",29.9,3,24.6,36.1,29.8,2.8,24.7,35.6,2562,237,2127,3062,"",,3,3
"IOWA","Hardin County","19","083",28.4,2.7,23.7,34.1,28.3,2.5,23.8,33.6,3651,321,3072,4334,"",,3,2
"IOWA","Harrison County","19","085",29.4,2.7,24.3,35.1,29.2,2.6,24.4,34.6,3306,291,2768,3917,"",,3,3
"IOWA","Henry County","19","087",28.4,2.5,23.8,33.7,28.4,2.4,23.9,33.5,4334,373,3648,5107,"",,3,2
"IOWA","Howard County","19","089",27.6,2.8,22.5,33.4,27.6,2.6,22.8,32.9,1947,183,1614,2327,"",,3,1
"IOWA","Humboldt County","19","091",28.3,2.8,23.1,34.2,28.3,2.6,23.4,33.7,2034,189,1680,2423,"",,3,2
"IOWA","Ida County","19","093",28.4,2.9,23.1,34.5,28.4,2.7,23.5,34.1,1487,142,1229,1783,"",,3,2
"IOWA","Iowa County","19","095",29.8,2.7,24.9,35.3,29.7,2.6,25,35,3491,300,2939,4106,"",,3,3
"IOWA","Jackson County","19","097",29.1,2.7,24.1,34.7,29,2.5,24.3,34.2,4395,386,3682,5187,"",,3,3
"IOWA","Jasper County","19","099",31.8,2.7,26.7,37.6,31.6,2.6,26.8,37,8697,707,7381,10190,"",,4,4
"IOWA","Jefferson County","19","101",28.6,2.7,23.7,34,29,2.6,24.2,34.1,3509,314,2934,4136,"",,3,2
"IOWA","Johnson County","19","103",23.5,1.5,20.6,26.6,23.4,1.6,20.5,26.7,21890,1467,19150,24960,"",,1,0
"IOWA","Jones County","19","105",28.3,2.6,23.6,33.8,28.3,2.5,23.7,33.5,4408,386,3693,5229,"",,3,2
"IOWA","Keokuk County","19","107",28.4,2.8,23.2,34.3,28.3,2.7,23.5,33.8,2264,212,1877,2697,"",,3,2
"IOWA","Kossuth County","19","109",27.6,2.6,22.9,33.1,27.4,2.4,23,32.2,3241,281,2725,3815,"",,3,1
"IOWA","Lee County","19","111",28.2,2.3,24,33,28.5,2.2,24.4,33,7599,587,6519,8803,"",,3,2
"IOWA","Linn County","19","113",29.1,1.4,26.4,31.9,29.2,1.4,26.6,32,44020,2096,40020,48240,"",,3,3
"IOWA","Louisa County","19","115",28.9,2.8,23.9,34.7,29.2,2.7,24.3,34.8,2466,228,2054,2946,"",,3,2
"IOWA","Lucas County","19","117",28.8,2.9,23.6,35.1,28.8,2.8,23.8,34.7,1977,190,1632,2385,"",,3,2
"IOWA","Lyon County","19","119",27.1,2.7,22.2,32.9,27.1,2.5,22.4,32.5,2183,204,1803,2610,"",,2,1
"IOWA","Madison County","19","121",28.4,2.7,23.5,34.2,28.5,2.6,23.8,34.1,3226,297,2688,3858,"",,3,2
"IOWA","Mahaska County","19","123",28.3,2.6,23.6,33.5,28.2,2.4,23.6,33.2,4633,402,3886,5460,"",,3,2
"IOWA","Marion County","19","125",29.8,2.6,25.1,35.2,29.8,2.5,25.2,35,7087,589,6006,8325,"",,3,3
"IOWA","Marshall County","19","127",29.9,2.4,25.6,34.7,29.9,2.2,25.8,34.4,8567,629,7392,9861,"",,3,3
"IOWA","Mills County","19","129",28.2,2.6,23.3,33.7,28.7,2.6,23.9,34.1,3159,286,2629,3748,"",,3,2
"IOWA","Mitchell County","19","131",28.5,2.8,23.3,34.4,28.5,2.6,23.7,33.9,2248,208,1868,2670,"",,3,2
"IOWA","Monona County","19","133",27.7,2.7,22.6,33.4,27.5,2.5,22.8,32.6,1886,172,1564,2240,"",,3,1
"IOWA","Monroe County","19","135",28.1,2.9,22.9,34.1,28,2.7,23.1,33.5,1591,153,1315,1906,"",,3,2
"IOWA","Montgomery County","19","137",28.7,2.9,23.5,34.8,28.4,2.6,23.6,34,2311,215,1917,2765,"",,3,2
"IOWA","Muscatine County","19","139",29.8,2.3,25.6,34.7,30.2,2.3,26,34.9,9185,704,7909,10620,"",,3,3
"IOWA","O'Brien County","19","141",28.5,2.7,23.6,34,28.5,2.5,23.8,33.6,3011,264,2515,3559,"",,3,2
"IOWA","Osceola County","19","143",28,2.9,22.9,34,28.1,2.7,23.2,33.7,1358,130,1121,1628,"",,3,2
"IOWA","Page County","19","145",29.3,2.7,24.4,34.8,29.2,2.5,24.6,34.4,3509,300,2953,4130,"",,3,3
"IOWA","Palo Alto County","19","147",28.3,2.9,23.1,34.4,28.1,2.7,23.3,33.6,1976,188,1638,2365,"",,3,2
"IOWA","Plymouth County","19","149",29.3,2.6,24.5,34.6,29.4,2.5,24.8,34.6,5220,443,4393,6130,"",,3,3
"IOWA","Pocahontas County","19","151",28.8,2.9,23.5,34.7,28.8,2.6,23.9,34.2,1682,154,1400,1999,"",,3,2
"IOWA","Polk County","19","153",27,1.1,24.9,29.1,27.1,1.1,25.1,29.3,81830,3281,75610,88330,"",,2,1
"IOWA","Pottawattamie County","19","155",29.4,2.1,25.6,33.8,29.5,2,25.8,33.7,19210,1323,16760,21950,"",,3,3
"IOWA","Poweshiek County","19","157",28.8,2.6,24,34.3,28.6,2.5,24.1,33.7,3993,344,3360,4705,"",,3,2
"IOWA","Ringgold County","19","159",28.3,3,22.8,34.5,27.9,2.8,22.8,33.6,1102,109,901,1328,"",,3,2
"IOWA","Sac County","19","161",29.2,2.9,23.9,35.3,29,2.7,24.1,34.6,2295,211,1911,2742,"",,3,3
"IOWA","Scott County","19","163",26.2,1.5,23.4,29.2,26.5,1.4,23.8,29.4,31360,1679,28190,34770,"",,2,0
"IOWA","Shelby County","19","165",28,2.7,23.1,33.5,27.9,2.5,23.3,33.2,2579,233,2154,3061,"",,3,2
"IOWA","Sioux County","19","167",26.8,2.2,22.8,31.3,26.7,2.1,22.8,31.1,5995,479,5114,6969,"",,2,1
"IOWA","Story County","19","169",26.2,1.9,22.6,30.1,26.2,2,22.5,30.3,16740,1270,14390,19410,"",,2,0
"IOWA","Tama County","19","171",27.8,2.5,23.2,33,27.7,2.3,23.3,32.7,3567,301,2997,4204,"",,3,2
"IOWA","Taylor County","19","173",28.1,2.8,23,34.1,28,2.6,23.2,33.6,1336,126,1106,1600,"",,3,2
"IOWA","Union County","19","175",27.1,2.7,22.2,32.7,26.9,2.5,22.2,32.1,2460,228,2035,2936,"",,2,1
"IOWA","Van Buren County","19","177",28.4,2.8,23.3,34.3,28.2,2.6,23.4,33.9,1630,151,1351,1956,"",,3,2
"IOWA","Wapello County","19","179",28.8,2.4,24.4,33.8,28.7,2.2,24.6,33.3,7545,584,6460,8763,"",,3,2
"IOWA","Warren County","19","181",31.9,2.5,27.2,37.1,31.9,2.5,27.4,37,10600,820,9080,12280,"",,4,5
"IOWA","Washington County","19","183",28.7,2.6,24,34.2,28.7,2.5,24.2,33.9,4475,385,3769,5279,"",,3,2
"IOWA","Wayne County","19","185",29.3,3,23.9,35.6,29.1,2.8,24.1,34.9,1370,130,1132,1642,"",,3,3
"IOWA","Webster County","19","187",29.2,2.4,24.8,34.2,29,2.3,24.9,33.8,8171,637,7012,9517,"",,3,3
"IOWA","Winnebago County","19","189",28.1,2.7,23.1,33.7,28,2.5,23.4,33.2,2305,208,1923,2733,"",,3,2
"IOWA","Winneshiek County","19","191",26.9,2.4,22.4,31.8,26.9,2.3,22.7,31.7,4260,368,3587,5024,"",,2,1
"IOWA","Woodbury County","19","193",29.5,1.9,25.8,33.3,29.6,1.8,26,33.3,21090,1305,18580,23740,"",,3,3
"IOWA","Worth County","19","195",29.2,2.9,23.9,35.5,29.2,2.8,24.3,35.1,1709,162,1420,2054,"",,3,3
"IOWA","Wright County","19","197",28,2.8,22.9,33.8,27.9,2.6,23.1,33,2701,247,2243,3203,"",,3,2
"KANSAS","Allen County","20","001",31.6,2.7,26.7,37.2,31.4,2.5,26.8,36.5,3120,246,2665,3629,"",,4,4
"KANSAS","Anderson County","20","003",29.9,2.9,24.5,35.8,29.6,2.7,24.6,35.2,1738,160,1440,2067,"",,3,3
"KANSAS","Atchison County","20","005",31.8,2.5,27.1,36.8,31.6,2.4,27.1,36.4,3749,282,3218,4315,"",,4,4
"KANSAS","Barber County","20","007",30.7,3,25.3,37.1,30.8,2.8,25.6,36.7,1125,103,936,1341,"",,4,4
"KANSAS","Barton County","20","009",31.6,2.4,27.1,36.7,31.3,2.2,27.2,36,6389,453,5548,7336,"",,4,4
"KANSAS","Bourbon County","20","011",30.7,2.5,26,36,30.6,2.4,26.1,35.5,3279,258,2800,3809,"",,4,4
"KANSAS","Brown County","20","013",30.9,2.8,25.7,36.8,30.6,2.6,25.8,36.1,2249,193,1896,2656,"",,4,4
"KANSAS","Butler County","20","015",30.4,1.8,27.1,34.2,30.5,1.7,27.3,34.2,14060,799,12590,15730,"",,4,4
"KANSAS","Chase County","20","017",30.7,3.2,25,37.3,30.7,3,25.2,36.9,642,63,529,774,"",,4,4
"KANSAS","Chautauqua County","20","019",30.5,3.1,25,37,29.9,2.8,24.8,35.7,887,83,736,1058,"",,4,4
"KANSAS","Cherokee County","20","021",30.9,2.4,26.5,35.9,30.9,2.3,26.6,35.7,4788,356,4124,5523,"",,4,4
"KANSAS","Cheyenne County","20","023",29.8,3.2,24,36.7,29.2,2.9,23.9,35.2,635,63,520,765,"",,3,3
"KANSAS","Clark County","20","025",29.9,3.2,24.1,37,29.7,3,24.4,36.1,476,48,391,578,"",,3,3
"KANSAS","Clay County","20","027",30.3,2.8,25.2,36,30,2.6,25.3,35.4,2035,176,1715,2399,"",,4,4
"KANSAS","Cloud County","20","029",30.5,2.9,25.1,36.6,29.9,2.7,24.9,35.4,2146,191,1788,2543,"",,4,4
"KANSAS","Coffey County","20","031",30.6,2.9,25.4,36.9,30.7,2.8,25.8,36.6,1953,177,1638,2330,"",,4,4
"KANSAS","Comanche County","20","033",30.8,3.4,24.7,37.8,29.9,3,24.4,36.2,457,46,373,553,"",,4,4
"KANSAS","Cowley County","20","035",30.3,2.1,26.4,34.7,30.4,2,26.6,34.6,7468,497,6543,8502,"",,4,4
"KANSAS","Crawford County","20","037",31.2,2.1,27.1,35.5,31,2.1,27,35.2,8837,601,7697,10050,"",,4,4
"KANSAS","Decatur County","20","039",30.7,3.2,24.9,37.3,30.1,2.8,24.8,35.9,704,66,580,840,"",,4,4
"KANSAS","Dickinson County","20","041",30.8,2.5,26.2,35.9,30.6,2.3,26.3,35.3,4443,333,3824,5127,"",,4,4
"KANSAS","Doniphan County","20","043",30,2.9,24.7,36.1,30,2.8,24.9,35.6,1693,156,1406,2014,"",,4,3
"KANSAS","Douglas County","20","045",26.7,1.4,24,29.5,26.6,1.5,23.8,29.7,22920,1315,20490,25570,"",,2,1
"KANSAS","Edwards County","20","047",30.1,3.2,24.3,36.9,30,3,24.6,36.3,687,69,563,830,"",,4,3
"KANSAS","Elk County","20","049",30.5,3.1,24.8,37.1,29.9,2.8,24.6,35.8,712,68,586,851,"",,4,4
"KANSAS","Ellis County","20","051",29.7,2.3,25.5,34.5,29.6,2.2,25.4,34.3,6205,468,5334,7192,"",,3,3
"KANSAS","Ellsworth County","20","053",29.6,2.8,24.6,35.5,29.4,2.7,24.6,35,1479,133,1237,1756,"",,3,3
"KANSAS","Finney County","20","055",31.4,2.5,26.9,36.5,32.1,2.5,27.5,37.3,8378,654,7179,9740,"",,4,4
"KANSAS","Ford County","20","057",31.2,2.5,26.6,36.4,31.2,2.5,26.6,36.4,6845,548,5828,7977,"",,4,4
"KANSAS","Franklin County","20","059",31.3,2.3,27,36.1,31.4,2.3,27.2,36.1,6027,432,5224,6920,"",,4,4
"KANSAS","Geary County","20","061",28.1,2,24.3,32.4,28.2,2.1,24.3,32.4,5843,426,5041,6730,"",,3,2
"KANSAS","Gove County","20","063",29.9,3.2,23.8,36.5,29.5,2.9,24.1,35.2,588,57,480,703,"",,3,3
"KANSAS","Graham County","20","065",30,3.1,24.3,36.5,29.3,2.7,24.3,35.1,617,58,510,737,"",,4,3
"KANSAS","Grant County","20","067",30.4,3.1,24.9,37,30.7,3,25.2,37.2,1555,152,1276,1879,"",,4,4
"KANSAS","Gray County","20","069",29.8,2.8,24.6,35.6,30.2,2.8,25,35.9,1178,108,978,1402,"",,3,3
"KANSAS","Greeley County","20","071",30.8,3.6,24.3,38.3,31.1,3.3,25,38.1,298,32,240,365,"",,4,4
"KANSAS","Greenwood County","20","073",30.2,2.9,24.9,36.4,29.8,2.7,24.9,35.4,1569,141,1310,1868,"",,4,4
"KANSAS","Hamilton County","20","075",30.1,3.2,24.3,36.7,29.8,3,24.4,36.1,569,57,465,688,"",,4,3
"KANSAS","Harper County","20","077",30.4,2.9,25.1,36.4,29.8,2.7,24.8,35.2,1343,120,1116,1587,"",,4,4
"KANSAS","Harvey County","20","079",28.7,2.1,24.8,33,28.6,2,24.9,32.6,7069,485,6161,8049,"",,3,2
"KANSAS","Haskell County","20","081",29.8,3,24.3,36.2,30.3,3,24.8,36.6,825,82,676,999,"",,3,3
"KANSAS","Hodgeman County","20","083",31.4,3.5,25.1,38.9,31.3,3.3,25.4,38.1,468,49,379,569,"",,4,4
"KANSAS","Jackson County","20","085",30.3,2.4,25.9,35.2,30.4,2.3,26.1,35.1,2945,221,2528,3398,"",,4,4
"KANSAS","Jefferson County","20","087",31.9,2.5,27.3,37.2,32.1,2.4,27.7,37.1,4466,330,3857,5158,"",,4,5
"KANSAS","Jewell County","20","089",30,3.2,24.3,36.8,29.6,2.8,24.5,35.6,762,72,631,919,"",,4,3
"KANSAS","Johnson County","20","091",23.1,.7,21.8,24.5,23.4,.7,22.1,24.7,89650,2551,84760,94680,"",,1,0
"KANSAS","Kearny County","20","093",29.9,3.1,24.2,36.4,30.1,3,24.6,36.3,859,84,703,1037,"",,3,3
"KANSAS","Kingman County","20","095",29.9,2.8,24.8,35.8,29.7,2.6,25,35.1,1741,152,1463,2055,"",,3,3
"KANSAS","Kiowa County","20","097",30.1,3.3,24,37.2,29.7,3,24.4,35.9,596,60,489,721,"",,4,3
"KANSAS","Labette County","20","099",31.1,2.4,26.6,36.1,30.9,2.3,26.6,35.7,4980,363,4298,5755,"",,4,4
"KANSAS","Lane County","20","101",30.1,3.4,23.9,37.2,29.8,3.1,24.1,36.1,406,42,328,492,"",,4,3
"KANSAS","Leavenworth County","20","103",30.3,1.6,27.2,33.7,30.8,1.6,27.7,34.2,16690,894,15000,18520,"",,4,4
"KANSAS","Lincoln County","20","105",30,3.1,24.4,36.3,29.8,2.8,24.6,35.7,759,72,626,910,"",,4,3
"KANSAS","Linn County","20","107",29.9,2.8,24.6,35.6,29.7,2.6,24.8,35,2169,189,1814,2561,"",,3,3
"KANSAS","Logan County","20","109",30.6,3.2,24.8,37.5,30.4,3,25,36.6,609,59,500,733,"",,4,4
